OrderDate,OrderQuantity,OrderNumber,ProductName,ProductPrice,ProductCost,ProductColor,SubcategoryName,CategoryName,FirstName,LastName,Gender,EducationLevel,Occupation,MaritalStatus,Country,Region
2021-01-09 00:00:00,1,SO48861,"Mountain-200 Silver, 38",2071.4196,1117.8559,Silver,Mountain Bikes,Bikes,SETH,SMITH,M,Partial High School,Clerical,S,United States,Southwest
2021-01-09 00:00:00,1,SO48862,"Mountain-200 Silver, 38",2071.4196,1117.8559,Silver,Mountain Bikes,Bikes,ALEXANDRIA,REED,F,Partial College,Skilled Manual,S,United States,Southwest
2021-01-09 00:00:00,1,SO48863,"Mountain-200 Silver, 38",2071.4196,1117.8559,Silver,Mountain Bikes,Bikes,RICHARD,FLORES,M,Graduate Degree,Management,M,United States,Southwest
2021-01-09 00:00:00,1,SO48864,"Mountain-200 Silver, 46",2071.4196,1117.8559,Silver,Mountain Bikes,Bikes,JASMINE,LEWIS,F,Bachelors,Professional,S,Australia,Australia
2021-01-09 00:00:00,1,SO48865,"Road-550-W Yellow, 38",1000.4375,605.6492,Yellow,Road Bikes,Bikes,RICHARD,ANDERSON,M,High School,Management,M,Australia,Australia
2021-01-09 00:00:00,1,SO48866,"Mountain-200 Black, 46",2049.0982,1105.81,Black,Mountain Bikes,Bikes,TONYA,ANDERSEN,F,Partial College,Manual,M,Australia,Australia
2021-01-10 00:00:00,1,SO48867,"Road-250 Black, 44",2181.5625,1320.6838,Black,Road Bikes,Bikes,LINDA,MUNOZ,F,Graduate Degree,Clerical,M,France,France
2021-01-10 00:00:00,1,SO48868,"Road-650 Black, 44",699.0982,413.1463,Black,Road Bikes,Bikes,BETHANY,DENG,F,High School,Manual,S,France,France
2021-01-10 00:00:00,1,SO48869,"Road-250 Red, 58",2181.5625,1320.6838,Red,Road Bikes,Bikes,ALFREDO,MUNOZ,M,Partial College,Clerical,M,Australia,Australia
2021-01-10 00:00:00,1,SO48870,"Road-250 Red, 58",2181.5625,1320.6838,Red,Road Bikes,Bikes,BILLY,BLANCO,M,Partial College,Clerical,S,Australia,Australia
2021-01-10 00:00:00,1,SO48871,"Mountain-200 Black, 42",2049.0982,1105.81,Black,Mountain Bikes,Bikes,ALEXANDRA,HOWARD,F,Partial College,Clerical,S,Canada,Canada
2021-01-10 00:00:00,1,SO48872,"Road-650 Black, 60",699.0982,413.1463,Black,Road Bikes,Bikes,KATHERINE,ROBINSON,F,Graduate Degree,Professional,M,United States,Southwest
2021-01-10 00:00:00,1,SO48874,"Mountain-200 Black, 42",2049.0982,1105.81,Black,Mountain Bikes,Bikes,PEDRO,RANA,M,Bachelors,Professional,S,Australia,Australia
2021-01-10 00:00:00,1,SO48875,"Road-550-W Yellow, 38",1000.4375,605.6492,Yellow,Road Bikes,Bikes,NAOMI,JIMENEZ,F,Partial High School,Professional,M,Australia,Australia
2021-01-10 00:00:00,1,SO48876,"Road-650 Black, 60",699.0982,413.1463,Black,Road Bikes,Bikes,DUSTIN,PAL,M,High School,Skilled Manual,M,Australia,Australia
2021-01-10 00:00:00,1,SO48877,"Road-650 Red, 48",699.0982,413.1463,Red,Road Bikes,Bikes,LUCAS,HUGHES,M,Bachelors,Professional,S,Australia,Australia
2021-01-11 00:00:00,1,SO48878,"Road-250 Black, 48",2181.5625,1320.6838,Black,Road Bikes,Bikes,RAFAEL,PAL,M,Bachelors,Clerical,M,United Kingdom,United Kingdom
2021-01-11 00:00:00,1,SO48879,"Mountain-200 Black, 46",2049.0982,1105.81,Black,Mountain Bikes,Bikes,MICHELE,SUAREZ,F,Bachelors,Skilled Manual,M,United Kingdom,United Kingdom
2021-01-11 00:00:00,1,SO48880,"Road-250 Red, 44",2443.35,1518.7864,Red,Road Bikes,Bikes,JANELLE,MADAN,F,Partial College,Clerical,M,United States,Southwest
2021-01-11 00:00:00,1,SO48881,"Road-250 Red, 58",2181.5625,1320.6838,Red,Road Bikes,Bikes,DEBORAH,DENG,F,Partial High School,Clerical,M,Australia,Australia
2021-01-11 00:00:00,1,SO48882,"Mountain-200 Black, 46",2049.0982,1105.81,Black,Mountain Bikes,Bikes,WYATT,WASHINGTON,M,Partial College,Skilled Manual,M,United States,Southwest
2021-01-11 00:00:00,1,SO48883,"Mountain-200 Silver, 46",2071.4196,1117.8559,Silver,Mountain Bikes,Bikes,CARMEN,LOPEZ,F,Partial College,Manual,M,Australia,Australia
2021-01-11 00:00:00,1,SO48884,"Road-550-W Yellow, 48",1000.4375,605.6492,Yellow,Road Bikes,Bikes,CURTIS,HE,M,Partial High School,Professional,S,Australia,Australia
2021-01-12 00:00:00,1,SO48885,"Road-250 Red, 58",2181.5625,1320.6838,Red,Road Bikes,Bikes,ZOE,COX,F,Bachelors,Clerical,M,United Kingdom,United Kingdom
2021-01-12 00:00:00,1,SO48886,"Mountain-200 Silver, 38",2071.4196,1117.8559,Silver,Mountain Bikes,Bikes,SERGIO,SAI,M,Bachelors,Skilled Manual,M,United Kingdom,United Kingdom
2021-01-12 00:00:00,1,SO48887,"Mountain-200 Silver, 46",2071.4196,1117.8559,Silver,Mountain Bikes,Bikes,RACHAEL,SANCHEZ,F,Bachelors,Skilled Manual,S,United States,Southwest
2021-01-12 00:00:00,1,SO48888,"Road-650 Red, 48",699.0982,413.1463,Red,Road Bikes,Bikes,AUDREY,RUBIO,F,Graduate Degree,Professional,M,United States,Southwest
2021-01-12 00:00:00,1,SO48889,"Mountain-200 Black, 46",2049.0982,1105.81,Black,Mountain Bikes,Bikes,MYA,BRYANT,F,High School,Professional,S,United States,Southwest
2021-01-12 00:00:00,1,SO48890,"Mountain-200 Black, 38",2049.0982,1105.81,Black,Mountain Bikes,Bikes,JAY,RAMAN,M,Bachelors,Professional,S,Australia,Australia
2021-01-12 00:00:00,1,SO48891,"Mountain-200 Black, 42",2049.0982,1105.81,Black,Mountain Bikes,Bikes,JESSIE,SHE,M,Partial High School,Management,M,Australia,Australia
2021-01-13 00:00:00,1,SO48892,"Road-550-W Yellow, 48",1000.4375,605.6492,Yellow,Road Bikes,Bikes,TANYA,GUTIERREZ,F,Bachelors,Clerical,M,France,France
2021-01-13 00:00:00,1,SO48893,"Road-250 Black, 52",2181.5625,1320.6838,Black,Road Bikes,Bikes,LEONARD,ANDERSEN,M,Partial College,Manual,S,United Kingdom,United Kingdom
2021-01-13 00:00:00,1,SO48894,"Road-550-W Yellow, 40",1000.4375,605.6492,Yellow,Road Bikes,Bikes,TABITHA,DIAZ,F,High School,Professional,S,Germany,Germany
2021-01-13 00:00:00,1,SO48895,"Road-550-W Yellow, 40",1000.4375,605.6492,Yellow,Road Bikes,Bikes,NATHAN,MILLER,M,Graduate Degree,Clerical,S,United Kingdom,United Kingdom
2021-01-13 00:00:00,1,SO48896,"Road-250 Black, 44",2181.5625,1320.6838,Black,Road Bikes,Bikes,JIMMY,SERRANO,M,Bachelors,Skilled Manual,M,United Kingdom,United Kingdom
2021-01-13 00:00:00,1,SO48897,"Road-250 Black, 52",2181.5625,1320.6838,Black,Road Bikes,Bikes,THEODORE,BROWNING,M,Partial College,Manual,M,Germany,Germany
2021-01-13 00:00:00,1,SO48898,"Road-250 Black, 44",2181.5625,1320.6838,Black,Road Bikes,Bikes,IAN,SCOTT,M,High School,Skilled Manual,S,United States,Southwest
2021-01-13 00:00:00,1,SO48899,"Road-250 Black, 44",2181.5625,1320.6838,Black,Road Bikes,Bikes,COREY,LAL,M,High School,Skilled Manual,M,Australia,Australia
2021-01-13 00:00:00,1,SO48900,"Mountain-200 Black, 38",2049.0982,1105.81,Black,Mountain Bikes,Bikes,MORGAN,POWELL,F,Partial College,Professional,M,United States,Northwest
2021-01-13 00:00:00,1,SO48901,"Mountain-200 Silver, 38",2071.4196,1117.8559,Silver,Mountain Bikes,Bikes,LACEY,KUMAR,F,Bachelors,Professional,S,Australia,Australia
2021-01-13 00:00:00,1,SO48902,"Mountain-200 Black, 38",2049.0982,1105.81,Black,Mountain Bikes,Bikes,DARREN,DOMINGUEZ,M,Bachelors,Professional,M,Australia,Australia
2021-01-13 00:00:00,1,SO48903,"Road-650 Black, 52",699.0982,413.1463,Black,Road Bikes,Bikes,KAYLEE,ALLEN,F,Graduate Degree,Management,M,Australia,Australia
2021-01-14 00:00:00,1,SO48904,"Mountain-200 Black, 46",2049.0982,1105.81,Black,Mountain Bikes,Bikes,BRITTANY,PRICE,F,Graduate Degree,Skilled Manual,S,United Kingdom,United Kingdom
2021-01-14 00:00:00,1,SO48905,"Mountain-200 Black, 46",2049.0982,1105.81,Black,Mountain Bikes,Bikes,ALEX,HERNANDEZ,M,Graduate Degree,Professional,M,United States,Northwest
2021-01-14 00:00:00,1,SO48906,"Mountain-200 Silver, 46",2071.4196,1117.8559,Silver,Mountain Bikes,Bikes,ERIC,JENKINS,M,Partial College,Professional,S,United States,Southwest
2021-01-14 00:00:00,1,SO48907,"Mountain-200 Black, 46",2049.0982,1105.81,Black,Mountain Bikes,Bikes,JOSE,CLARK,M,High School,Professional,M,United States,Northwest
2021-01-14 00:00:00,1,SO48908,"Mountain-200 Black, 46",2049.0982,1105.81,Black,Mountain Bikes,Bikes,JOHNATHAN,MADAN,M,Bachelors,Professional,M,Australia,Australia
2021-01-14 00:00:00,1,SO48909,"Mountain-200 Silver, 38",2071.4196,1117.8559,Silver,Mountain Bikes,Bikes,THERESA,MUNOZ,F,Graduate Degree,Management,M,Australia,Australia
2021-01-15 00:00:00,1,SO48910,"Road-250 Black, 52",2181.5625,1320.6838,Black,Road Bikes,Bikes,ZACHARY,MARTINEZ,M,Bachelors,Management,M,Germany,Germany
2021-01-15 00:00:00,1,SO48911,"Road-650 Black, 60",699.0982,413.1463,Black,Road Bikes,Bikes,ISABELLA,WASHINGTON,F,High School,Manual,S,United Kingdom,United Kingdom
2021-01-15 00:00:00,1,SO48912,"Road-650 Red, 48",699.0982,413.1463,Red,Road Bikes,Bikes,J SUS,ALONSO,M,Graduate Degree,Clerical,S,Germany,Germany
2021-01-15 00:00:00,1,SO48913,"Road-250 Red, 48",2443.35,1518.7864,Red,Road Bikes,Bikes,DALTON,COLEMAN,M,Bachelors,Professional,S,Australia,Australia
2021-01-15 00:00:00,1,SO48914,"Mountain-200 Silver, 46",2071.4196,1117.8559,Silver,Mountain Bikes,Bikes,GRACE,WHITE,F,Partial College,Professional,S,United States,Northwest
2021-01-15 00:00:00,1,SO48915,"Road-650 Black, 60",699.0982,413.1463,Black,Road Bikes,Bikes,JAMIE,ZHANG,F,Graduate Degree,Professional,S,United States,Southwest
2021-01-15 00:00:00,1,SO48916,"Mountain-200 Black, 38",2049.0982,1105.81,Black,Mountain Bikes,Bikes,COLE,RAMIREZ,M,Bachelors,Professional,M,Australia,Australia
2021-01-15 00:00:00,1,SO48917,"Mountain-200 Silver, 46",2071.4196,1117.8559,Silver,Mountain Bikes,Bikes,JARROD,RODRIGUEZ,M,Bachelors,Professional,M,Australia,Australia
2021-01-15 00:00:00,1,SO48918,"Mountain-200 Black, 46",2049.0982,1105.81,Black,Mountain Bikes,Bikes,DIANA,ALVAREZ,F,High School,Management,S,Australia,Australia
2021-01-15 00:00:00,1,SO48919,"Road-650 Red, 44",699.0982,413.1463,Red,Road Bikes,Bikes,DARRYL,LIANG,M,Graduate Degree,Management,M,Australia,Australia
2021-01-16 00:00:00,1,SO48920,"Mountain-200 Silver, 42",2071.4196,1117.8559,Silver,Mountain Bikes,Bikes,ADRIANA,MADAN,F,Partial College,Manual,S,Germany,Germany
2021-01-16 00:00:00,1,SO48921,"Mountain-200 Black, 42",2049.0982,1105.81,Black,Mountain Bikes,Bikes,MANDY,GAO,F,Bachelors,Clerical,M,United Kingdom,United Kingdom
2021-01-16 00:00:00,1,SO48922,"Road-250 Red, 44",2443.35,1518.7864,Red,Road Bikes,Bikes,JODI,SHAN,F,High School,Professional,M,France,France
2021-01-16 00:00:00,1,SO48923,"Road-550-W Yellow, 40",1000.4375,605.6492,Yellow,Road Bikes,Bikes,KAITLYN,JENKINS,F,Partial College,Professional,M,United States,Southwest
2021-01-16 00:00:00,1,SO48924,"Road-250 Red, 44",2443.35,1518.7864,Red,Road Bikes,Bikes,ANA,BUTLER,F,Partial College,Professional,M,Canada,Canada
2021-01-16 00:00:00,1,SO48925,"Road-650 Red, 62",699.0982,413.1463,Red,Road Bikes,Bikes,DENISE,LOPEZ,F,Graduate Degree,Professional,M,United States,Southwest
2021-01-16 00:00:00,1,SO48926,"Road-250 Black, 44",2181.5625,1320.6838,Black,Road Bikes,Bikes,BRUCE,SANZ,M,High School,Skilled Manual,M,Australia,Australia
2021-01-16 00:00:00,1,SO48927,"Mountain-200 Black, 46",2049.0982,1105.81,Black,Mountain Bikes,Bikes,WYATT,MILLER,M,Partial College,Professional,M,United States,Northwest
2021-01-16 00:00:00,1,SO48928,"Road-650 Black, 58",699.0982,413.1463,Black,Road Bikes,Bikes,NATHANIEL,HOWARD,M,Bachelors,Professional,S,United States,Northwest
2021-01-16 00:00:00,1,SO48929,"Mountain-200 Silver, 38",2071.4196,1117.8559,Silver,Mountain Bikes,Bikes,KRYSTAL,LIU,F,Bachelors,Clerical,M,Australia,Australia
2021-01-16 00:00:00,1,SO48930,"Road-250 Red, 58",2181.5625,1320.6838,Red,Road Bikes,Bikes,LATASHA,DOMINGUEZ,F,Graduate Degree,Skilled Manual,S,France,France
2021-01-17 00:00:00,1,SO48931,"Road-550-W Yellow, 44",1000.4375,605.6492,Yellow,Road Bikes,Bikes,JERRY,SHAN,M,Bachelors,Skilled Manual,M,United Kingdom,United Kingdom
2021-01-17 00:00:00,1,SO48932,"Road-550-W Yellow, 42",1000.4375,605.6492,Yellow,Road Bikes,Bikes,KRISTIN,RAJI,F,Partial College,Professional,M,United States,Southwest
2021-01-17 00:00:00,1,SO48933,"Mountain-200 Black, 46",2049.0982,1105.81,Black,Mountain Bikes,Bikes,AARON,HUGHES,M,Partial College,Professional,S,United States,Northwest
2021-01-17 00:00:00,1,SO48934,"Mountain-200 Silver, 42",2071.4196,1117.8559,Silver,Mountain Bikes,Bikes,JAN,GREEN,F,High School,Professional,M,United States,Southwest
2021-01-17 00:00:00,1,SO48935,"Road-650 Red, 52",699.0982,413.1463,Red,Road Bikes,Bikes,RICHARD,BRYANT,M,Graduate Degree,Professional,M,United States,Southwest
2021-01-17 00:00:00,1,SO48936,"Mountain-200 Silver, 38",2071.4196,1117.8559,Silver,Mountain Bikes,Bikes,KRISTI,DOMINGUEZ,F,Partial High School,Professional,M,Australia,Australia
2021-01-17 00:00:00,1,SO48937,"Mountain-200 Silver, 38",2071.4196,1117.8559,Silver,Mountain Bikes,Bikes,PAMELA,MARTINEZ,F,Partial College,Manual,S,Australia,Australia
2021-01-18 00:00:00,1,SO48938,"Road-250 Black, 44",2181.5625,1320.6838,Black,Road Bikes,Bikes,DEANNA,DIAZ,F,Bachelors,Clerical,S,United Kingdom,United Kingdom
2021-01-18 00:00:00,1,SO48939,"Road-250 Red, 48",2443.35,1518.7864,Red,Road Bikes,Bikes,TONY,CHANDE,M,Partial College,Manual,M,France,France
