OrderDate,OrderQuantity,OrderNumber,ProductName,ProductPrice,ProductCost,ProductColor,SubcategoryName,CategoryName,FirstName,LastName,Gender,EducationLevel,Occupation,MaritalStatus,Country,Region
2020-01-03 00:00:00,1,SO45090,"Road-150 Red, 62",3578.27,2171.2942,Red,Road Bikes,Bikes,ALEXANDRA,ADAMS,F,Bachelors,Professional,S,United States,Southwest
2020-01-03 00:00:00,1,SO45091,"Road-150 Red, 56",3578.27,2171.2942,Red,Road Bikes,Bikes,JODI,CHAVEZ,F,Partial College,Skilled Manual,S,Australia,Australia
2020-01-03 00:00:00,1,SO45092,"Road-150 Red, 52",3578.27,2171.2942,Red,Road Bikes,Bikes,GLENN,LIU,M,Partial College,Clerical,M,Australia,Australia
2020-01-03 00:00:00,1,SO45093,"Road-150 Red, 48",3578.27,2171.2942,Red,Road Bikes,Bikes,ADRIENNE,GUTIERREZ,F,High School,Skilled Manual,S,Australia,Australia
2020-01-03 00:00:00,1,SO45094,"Road-150 Red, 62",3578.27,2171.2942,Red,Road Bikes,Bikes,OSCAR,PERRY,M,Partial High School,Skilled Manual,M,Canada,Canada
2020-01-04 00:00:00,1,SO45095,"Mountain-100 Silver, 38",3399.99,1912.1544,Silver,Mountain Bikes,Bikes,GEORGE,MCDONALD,M,High School,Manual,S,United Kingdom,United Kingdom
2020-01-04 00:00:00,1,SO45096,"Road-150 Red, 48",3578.27,2171.2942,Red,Road Bikes,Bikes,AMANDA,PEREZ,F,High School,Manual,S,France,France
2020-01-04 00:00:00,1,SO45097,"Road-150 Red, 52",3578.27,2171.2942,Red,Road Bikes,Bikes,CAROLINE,LONG,F,Partial College,Skilled Manual,M,United States,Southwest
2020-01-04 00:00:00,1,SO45098,"Road-150 Red, 62",3578.27,2171.2942,Red,Road Bikes,Bikes,DAWN,SHEN,F,Graduate Degree,Professional,S,United States,Northwest
2020-01-04 00:00:00,1,SO45099,"Road-150 Red, 48",3578.27,2171.2942,Red,Road Bikes,Bikes,RICHARD,PARKER,M,Graduate Degree,Professional,S,United States,Northwest
2020-01-05 00:00:00,1,SO45100,"Road-650 Red, 44",699.0982,413.1463,Red,Road Bikes,Bikes,ERIC,TURNER,M,Bachelors,Clerical,M,Germany,Germany
2020-01-05 00:00:00,1,SO45101,"Road-150 Red, 52",3578.27,2171.2942,Red,Road Bikes,Bikes,ADAM,PHILLIPS,M,Bachelors,Management,S,Canada,Canada
2020-01-05 00:00:00,1,SO45102,"Road-150 Red, 62",3578.27,2171.2942,Red,Road Bikes,Bikes,MIGUEL,GREEN,M,High School,Professional,S,United States,Southwest
2020-01-06 00:00:00,1,SO45103,"Road-150 Red, 62",3578.27,2171.2942,Red,Road Bikes,Bikes,RICHARD,WARD,M,Graduate Degree,Professional,S,United States,Northwest
2020-01-06 00:00:00,1,SO45104,"Road-150 Red, 62",3578.27,2171.2942,Red,Road Bikes,Bikes,ASHLEY,SMITH,F,Bachelors,Professional,M,United States,Southwest
2020-01-06 00:00:00,1,SO45105,"Road-150 Red, 48",3578.27,2171.2942,Red,Road Bikes,Bikes,LUIS,COLLINS,M,Partial College,Professional,M,Canada,Canada
2020-01-06 00:00:00,1,SO45106,"Mountain-100 Black, 38",3374.99,1898.0944,Black,Mountain Bikes,Bikes,TAYLOR,MOORE,F,Graduate Degree,Professional,S,Canada,Canada
2020-01-06 00:00:00,1,SO45107,"Road-150 Red, 48",3578.27,2171.2942,Red,Road Bikes,Bikes,TAYLOR,THOMAS,F,Graduate Degree,Management,S,United States,Southwest
2020-01-06 00:00:00,1,SO45108,"Road-150 Red, 62",3578.27,2171.2942,Red,Road Bikes,Bikes,COURTNEY,TURNER,F,Partial High School,Clerical,S,Canada,Canada
2020-01-07 00:00:00,1,SO45109,"Road-150 Red, 44",3578.27,2171.2942,Red,Road Bikes,Bikes,BRENDAN,XU,M,Partial High School,Manual,S,United Kingdom,United Kingdom
2020-01-07 00:00:00,1,SO45110,"Road-150 Red, 44",3578.27,2171.2942,Red,Road Bikes,Bikes,RICARDO,XIE,M,Graduate Degree,Management,M,Australia,Australia
2020-01-07 00:00:00,1,SO45111,"Road-650 Red, 44",699.0982,413.1463,Red,Road Bikes,Bikes,LATASHA,GILL,F,Bachelors,Clerical,S,Australia,Australia
2020-01-07 00:00:00,1,SO45112,"Road-650 Red, 62",699.0982,413.1463,Red,Road Bikes,Bikes,BRIANNA,STEWART,F,Partial College,Professional,M,United Kingdom,United Kingdom
2020-01-08 00:00:00,1,SO45113,"Road-150 Red, 52",3578.27,2171.2942,Red,Road Bikes,Bikes,SUZANNE,WANG,F,Bachelors,Professional,S,United States,Southwest
2020-01-08 00:00:00,1,SO45114,"Road-150 Red, 62",3578.27,2171.2942,Red,Road Bikes,Bikes,IAN,HENDERSON,M,Partial College,Skilled Manual,M,United States,Northwest
2020-01-08 00:00:00,1,SO45115,"Mountain-100 Black, 38",3374.99,1898.0944,Black,Mountain Bikes,Bikes,ISABELLA,WRIGHT,F,Graduate Degree,Professional,S,United States,Southwest
2020-01-08 00:00:00,1,SO45116,"Road-150 Red, 44",3578.27,2171.2942,Red,Road Bikes,Bikes,AUSTIN,SHARMA,M,Partial College,Professional,S,United States,Northwest
2020-01-08 00:00:00,1,SO45117,"Road-650 Black, 52",699.0982,413.1463,Black,Road Bikes,Bikes,ANNA,BRYANT,F,Graduate Degree,Skilled Manual,S,United States,Northwest
2020-01-08 00:00:00,1,SO45118,"Road-150 Red, 56",3578.27,2171.2942,Red,Road Bikes,Bikes,JONATHON,NAVARRO,M,Bachelors,Professional,S,Australia,Australia
2020-01-08 00:00:00,1,SO45119,"Road-150 Red, 56",3578.27,2171.2942,Red,Road Bikes,Bikes,ADAM,HILL,M,Bachelors,Professional,M,Australia,Australia
2020-01-08 00:00:00,1,SO45120,"Mountain-100 Silver, 38",3399.99,1912.1544,Silver,Mountain Bikes,Bikes,VICTORIA,GONZALES,F,Graduate Degree,Management,M,Australia,Australia
2020-01-09 00:00:00,1,SO45121,"Road-150 Red, 62",3578.27,2171.2942,Red,Road Bikes,Bikes,VICTORIA,BAILEY,F,Bachelors,Professional,S,United States,Northwest
2020-01-09 00:00:00,1,SO45122,"Road-150 Red, 56",3578.27,2171.2942,Red,Road Bikes,Bikes,ERIC,YOUNG,M,Partial College,Professional,S,United States,Southwest
2020-01-09 00:00:00,1,SO45123,"Road-150 Red, 44",3578.27,2171.2942,Red,Road Bikes,Bikes,MORGAN,HOWARD,F,High School,Skilled Manual,S,Canada,Canada
2020-01-09 00:00:00,1,SO45124,"Road-150 Red, 52",3578.27,2171.2942,Red,Road Bikes,Bikes,DENISE,KAPOOR,F,Bachelors,Professional,S,Australia,Australia
2020-01-10 00:00:00,1,SO45126,"Road-150 Red, 44",3578.27,2171.2942,Red,Road Bikes,Bikes,MEREDITH,ALVAREZ,F,Partial High School,Manual,S,France,France
2020-01-10 00:00:00,1,SO45127,"Road-150 Red, 52",3578.27,2171.2942,Red,Road Bikes,Bikes,IAN,EDWARDS,M,Partial College,Skilled Manual,M,United States,Northwest
2020-01-10 00:00:00,1,SO45128,"Road-150 Red, 62",3578.27,2171.2942,Red,Road Bikes,Bikes,KATRINA,ANAND,F,Bachelors,Professional,S,Australia,Australia
2020-01-10 00:00:00,1,SO45129,"Mountain-100 Black, 44",3374.99,1898.0944,Black,Mountain Bikes,Bikes,DAWN,NATH,F,Graduate Degree,Management,M,Australia,Australia
2020-01-11 00:00:00,1,SO45130,"Road-150 Red, 52",3578.27,2171.2942,Red,Road Bikes,Bikes,DALTON,SCOTT,M,Bachelors,Skilled Manual,M,United Kingdom,United Kingdom
2020-01-11 00:00:00,1,SO45131,"Mountain-100 Silver, 38",3399.99,1912.1544,Silver,Mountain Bikes,Bikes,MIGUEL,EDWARDS,M,Bachelors,Professional,S,United States,Northwest
2020-01-11 00:00:00,1,SO45132,"Mountain-100 Black, 44",3374.99,1898.0944,Black,Mountain Bikes,Bikes,JUSTIN,HARRIS,M,Graduate Degree,Professional,M,United States,Southwest
2020-01-11 00:00:00,1,SO45133,"Road-150 Red, 56",3578.27,2171.2942,Red,Road Bikes,Bikes,MASON,MURPHY,M,Bachelors,Professional,S,United States,Northwest
2020-01-11 00:00:00,1,SO45134,"Road-150 Red, 56",3578.27,2171.2942,Red,Road Bikes,Bikes,EDUARDO,PEREZ,M,Graduate Degree,Professional,S,Canada,Canada
2020-01-11 00:00:00,1,SO45135,"Road-150 Red, 62",3578.27,2171.2942,Red,Road Bikes,Bikes,RILEY,BROOKS,F,Bachelors,Management,M,United States,Southwest
2020-01-11 00:00:00,1,SO45136,"Road-150 Red, 48",3578.27,2171.2942,Red,Road Bikes,Bikes,COLLEEN,RAJE,F,Bachelors,Professional,S,Australia,Australia
2020-01-11 00:00:00,1,SO45137,"Road-150 Red, 62",3578.27,2171.2942,Red,Road Bikes,Bikes,LATASHA,MORENO,F,Bachelors,Professional,S,Australia,Australia
2020-01-11 00:00:00,1,SO45138,"Mountain-100 Black, 42",3374.99,1898.0944,Black,Mountain Bikes,Bikes,ERIKA,RUBIO,F,Bachelors,Professional,S,Australia,Australia
2020-01-12 00:00:00,1,SO45139,"Road-150 Red, 56",3578.27,2171.2942,Red,Road Bikes,Bikes,WAYNE,NATH,M,Bachelors,Clerical,M,France,France
2020-01-12 00:00:00,1,SO45140,"Road-150 Red, 48",3578.27,2171.2942,Red,Road Bikes,Bikes,VERONICA,SUBRAM,F,High School,Manual,S,France,France
2020-01-12 00:00:00,1,SO45141,"Road-150 Red, 48",3578.27,2171.2942,Red,Road Bikes,Bikes,EVAN,PEREZ,M,Bachelors,Management,M,United States,Southwest
2020-01-12 00:00:00,1,SO45142,"Road-150 Red, 44",3578.27,2171.2942,Red,Road Bikes,Bikes,KATHERINE,STEWART,F,Bachelors,Professional,S,Canada,Canada
2020-01-12 00:00:00,1,SO45143,"Road-150 Red, 62",3578.27,2171.2942,Red,Road Bikes,Bikes,JANET,SCOTT,F,Graduate Degree,Management,S,United States,Southwest
2020-01-12 00:00:00,1,SO45144,"Road-150 Red, 44",3578.27,2171.2942,Red,Road Bikes,Bikes,TARA,ASHE,F,High School,Management,S,Australia,Australia
2020-01-12 00:00:00,1,SO45145,"Road-150 Red, 56",3578.27,2171.2942,Red,Road Bikes,Bikes,SETH,CAMPBELL,M,Bachelors,Professional,M,Australia,Australia
2020-01-13 00:00:00,1,SO45146,"Road-150 Red, 62",3578.27,2171.2942,Red,Road Bikes,Bikes,MARIA,HERNANDEZ,F,Partial High School,Manual,S,United Kingdom,United Kingdom
2020-01-13 00:00:00,1,SO45147,"Road-150 Red, 48",3578.27,2171.2942,Red,Road Bikes,Bikes,JAIME,HERNANDEZ,M,Graduate Degree,Professional,S,United States,Southwest
2020-01-13 00:00:00,1,SO45148,"Road-650 Black, 52",699.0982,413.1463,Black,Road Bikes,Bikes,BRYANT,FERNANDEZ,M,Graduate Degree,Professional,M,United States,Northwest
2020-01-14 00:00:00,1,SO45149,"Road-150 Red, 56",3578.27,2171.2942,Red,Road Bikes,Bikes,EMMA,PATTERSON,F,High School,Manual,S,United Kingdom,United Kingdom
2020-01-14 00:00:00,1,SO45150,"Mountain-100 Silver, 44",3399.99,1912.1544,Silver,Mountain Bikes,Bikes,JULIA,JONES,F,Bachelors,Professional,S,United States,Northwest
2020-01-14 00:00:00,1,SO45151,"Road-150 Red, 56",3578.27,2171.2942,Red,Road Bikes,Bikes,JERRY,KUMAR,M,Partial College,Professional,M,United States,Northwest
2020-01-14 00:00:00,1,SO45152,"Road-150 Red, 62",3578.27,2171.2942,Red,Road Bikes,Bikes,SYDNEY,FLORES,F,Graduate Degree,Management,M,United States,Northwest
2020-01-14 00:00:00,1,SO45153,"Road-150 Red, 62",3578.27,2171.2942,Red,Road Bikes,Bikes,REGINA,ARTHUR,F,Bachelors,Professional,S,Australia,Australia
2020-01-14 00:00:00,1,SO45154,"Road-150 Red, 52",3578.27,2171.2942,Red,Road Bikes,Bikes,GARY,ALONSO,M,Bachelors,Management,M,Australia,Australia
2020-01-14 00:00:00,1,SO45155,"Road-150 Red, 48",3578.27,2171.2942,Red,Road Bikes,Bikes,MATHEW,TORRES,M,Partial College,Clerical,M,Australia,Australia
2020-01-14 00:00:00,1,SO45156,"Mountain-100 Silver, 38",3399.99,1912.1544,Silver,Mountain Bikes,Bikes,LOUIS,LUO,M,Bachelors,Professional,M,Australia,Australia
2020-01-14 00:00:00,1,SO45157,"Mountain-100 Silver, 38",3399.99,1912.1544,Silver,Mountain Bikes,Bikes,LATOYA,SHE,F,Bachelors,Professional,M,Australia,Australia
2020-01-15 00:00:00,1,SO45158,"Mountain-100 Silver, 38",3399.99,1912.1544,Silver,Mountain Bikes,Bikes,CHERYL,SUAREZ,F,Bachelors,Skilled Manual,M,France,France
2020-01-15 00:00:00,1,SO45159,"Mountain-100 Black, 42",3374.99,1898.0944,Black,Mountain Bikes,Bikes,FRANKLIN,RAJI,M,Graduate Degree,Clerical,S,United Kingdom,United Kingdom
2020-01-15 00:00:00,1,SO45160,"Road-150 Red, 62",3578.27,2171.2942,Red,Road Bikes,Bikes,REGINA,VANCE,F,Partial College,Clerical,S,United Kingdom,United Kingdom
2020-01-15 00:00:00,1,SO45161,"Mountain-100 Black, 42",3374.99,1898.0944,Black,Mountain Bikes,Bikes,MORGAN,PEREZ,F,Bachelors,Professional,S,United States,Southwest
2020-01-15 00:00:00,1,SO45162,"Road-150 Red, 48",3578.27,2171.2942,Red,Road Bikes,Bikes,ANDY,GOMEZ,M,Bachelors,Professional,S,Australia,Australia
2020-01-15 00:00:00,1,SO45163,"Road-650 Red, 48",699.0982,413.1463,Red,Road Bikes,Bikes,DARREN,GUTIERREZ,M,Bachelors,Clerical,S,Australia,Australia
2020-01-15 00:00:00,1,SO45164,"Mountain-100 Black, 42",3374.99,1898.0944,Black,Mountain Bikes,Bikes,STANLEY,MALHOTRA,M,Bachelors,Professional,S,Australia,Australia
2020-01-16 00:00:00,1,SO45165,"Road-150 Red, 52",3578.27,2171.2942,Red,Road Bikes,Bikes,WYATT,MARTINEZ,M,High School,Skilled Manual,M,Canada,Canada
2020-01-16 00:00:00,1,SO45166,"Road-150 Red, 48",3578.27,2171.2942,Red,Road Bikes,Bikes,STEVEN,RIVERA,M,Bachelors,Professional,S,Australia,Australia
2020-01-16 00:00:00,1,SO45167,"Road-150 Red, 44",3578.27,2171.2942,Red,Road Bikes,Bikes,DARRYL,ZHENG,M,Graduate Degree,Management,S,Australia,Australia
2020-01-16 00:00:00,1,SO45168,"Road-150 Red, 48",3578.27,2171.2942,Red,Road Bikes,Bikes,TAMARA,LUO,F,Bachelors,Professional,S,Australia,Australia
2020-01-16 00:00:00,1,SO45169,"Road-150 Red, 56",3578.27,2171.2942,Red,Road Bikes,Bikes,FRANCISCO,SAI,M,Partial College,Clerical,M,Australia,Australia
2020-01-16 00:00:00,1,SO45170,"Mountain-100 Black, 48",3374.99,1898.0944,Black,Mountain Bikes,Bikes,LAURA,LIN,F,High School,Management,M,Australia,Australia
2020-01-16 00:00:00,1,SO45171,"Mountain-100 Silver, 42",3399.99,1912.1544,Silver,Mountain Bikes,Bikes,JANET,ORTEGA,F,Bachelors,Professional,M,Australia,Australia
2020-01-17 00:00:00,1,SO45172,"Road-650 Black, 60",699.0982,413.1463,Black,Road Bikes,Bikes,DEANNA,SAI,F,Partial College,Clerical,S,France,France
2020-01-17 00:00:00,1,SO45173,"Road-150 Red, 56",3578.27,2171.2942,Red,Road Bikes,Bikes,SETH,POWELL,M,Graduate Degree,Professional,S,United States,Southwest
2020-01-17 00:00:00,1,SO45174,"Road-150 Red, 52",3578.27,2171.2942,Red,Road Bikes,Bikes,FAITH,RAMIREZ,F,Partial High School,Skilled Manual,M,United States,Southwest
2020-01-17 00:00:00,1,SO45175,"Road-150 Red, 52",3578.27,2171.2942,Red,Road Bikes,Bikes,XAVIER,POWELL,M,Partial College,Professional,S,United States,Southwest
2020-01-17 00:00:00,1,SO45176,"Road-150 Red, 52",3578.27,2171.2942,Red,Road Bikes,Bikes,ERIN,SANCHEZ,F,High School,Professional,M,United States,Northwest
2020-01-17 00:00:00,1,SO45177,"Road-150 Red, 56",3578.27,2171.2942,Red,Road Bikes,Bikes,LOUIS,ZENG,M,High School,Skilled Manual,S,Australia,Australia
2020-01-17 00:00:00,1,SO45178,"Mountain-100 Silver, 48",3399.99,1912.1544,Silver,Mountain Bikes,Bikes,JON,GAO,M,Partial High School,Professional,M,Australia,Australia
2020-01-17 00:00:00,1,SO45179,"Mountain-100 Black, 48",3374.99,1898.0944,Black,Mountain Bikes,Bikes,JAIME,GUTIERREZ,F,Bachelors,Professional,M,Australia,Australia
2020-01-18 00:00:00,1,SO45180,"Road-150 Red, 44",3578.27,2171.2942,Red,Road Bikes,Bikes,CASEY,TANG,F,Graduate Degree,Clerical,M,United Kingdom,United Kingdom
2020-01-18 00:00:00,1,SO45181,"Road-150 Red, 62",3578.27,2171.2942,Red,Road Bikes,Bikes,PETER,ANAND,M,Bachelors,Clerical,M,United Kingdom,United Kingdom
2020-01-18 00:00:00,1,SO45182,"Road-150 Red, 48",3578.27,2171.2942,Red,Road Bikes,Bikes,THERESA,DOMINGUEZ,F,Bachelors,Management,M,Australia,Australia
2020-01-18 00:00:00,1,SO45183,"Road-650 Black, 60",699.0982,413.1463,Black,Road Bikes,Bikes,MARIO,LUO,M,Bachelors,Clerical,S,Australia,Australia
2020-01-18 00:00:00,1,SO45184,"Road-650 Red, 58",699.0982,413.1463,Red,Road Bikes,Bikes,ERNEST,GUO,M,Bachelors,Clerical,M,Australia,Australia
2020-01-18 00:00:00,1,SO45185,"Road-150 Red, 62",3578.27,2171.2942,Red,Road Bikes,Bikes,STEVE,WU,M,Bachelors,Skilled Manual,M,United Kingdom,United Kingdom
2020-01-19 00:00:00,1,SO45186,"Road-150 Red, 52",3578.27,2171.2942,Red,Road Bikes,Bikes,EDWIN,ZHAO,M,Partial College,Clerical,S,United Kingdom,United Kingdom
2020-01-19 00:00:00,1,SO45187,"Road-150 Red, 62",3578.27,2171.2942,Red,Road Bikes,Bikes,MEGHAN,VAZQUEZ,F,Graduate Degree,Clerical,M,United Kingdom,United Kingdom
2020-01-19 00:00:00,1,SO45188,"Road-150 Red, 44",3578.27,2171.2942,Red,Road Bikes,Bikes,MISTY,DENG,F,Partial College,Clerical,S,United Kingdom,United Kingdom
2020-01-19 00:00:00,1,SO45189,"Road-150 Red, 62",3578.27,2171.2942,Red,Road Bikes,Bikes,SHELBY,GRAY,F,Partial College,Skilled Manual,M,United States,Northwest
2020-01-19 00:00:00,1,SO45190,"Road-150 Red, 52",3578.27,2171.2942,Red,Road Bikes,Bikes,ROSA,SHE,F,High School,Skilled Manual,M,Australia,Australia
2020-01-19 00:00:00,1,SO45191,"Road-650 Red, 48",699.0982,413.1463,Red,Road Bikes,Bikes,GABRIELLE,HOWARD,F,Bachelors,Professional,M,United States,Northwest
2020-01-20 00:00:00,1,SO45192,"Road-150 Red, 56",3578.27,2171.2942,Red,Road Bikes,Bikes,KELSEY,CHANDE,F,Partial High School,Manual,S,United Kingdom,United Kingdom
2020-01-20 00:00:00,1,SO45193,"Road-150 Red, 62",3578.27,2171.2942,Red,Road Bikes,Bikes,JULIA,LONG,F,Partial College,Skilled Manual,M,Canada,Canada
2020-01-20 00:00:00,1,SO45194,"Road-150 Red, 52",3578.27,2171.2942,Red,Road Bikes,Bikes,KELLY,BENNETT,F,Bachelors,Management,S,United States,Southwest
2020-01-20 00:00:00,1,SO45195,"Road-150 Red, 52",3578.27,2171.2942,Red,Road Bikes,Bikes,DONALD,GARCIA,M,High School,Skilled Manual,S,Australia,Australia
2020-01-20 00:00:00,1,SO45196,"Road-150 Red, 44",3578.27,2171.2942,Red,Road Bikes,Bikes,CHRISTY,PAL,F,Partial College,Skilled Manual,M,Australia,Australia
2020-01-20 00:00:00,1,SO45197,"Road-150 Red, 56",3578.27,2171.2942,Red,Road Bikes,Bikes,STEVE,CHEN,M,High School,Skilled Manual,M,Australia,Australia
2020-01-21 00:00:00,1,SO45198,"Road-150 Red, 52",3578.27,2171.2942,Red,Road Bikes,Bikes,VADIM,SAZANOVICH,F,Partial High School,Manual,S,United Kingdom,United Kingdom
2020-01-21 00:00:00,1,SO45199,"Mountain-100 Silver, 44",3399.99,1912.1544,Silver,Mountain Bikes,Bikes,ELIZABETH,BRADLEY,F,Partial College,Manual,M,Germany,Germany
2020-01-21 00:00:00,1,SO45200,"Road-150 Red, 44",3578.27,2171.2942,Red,Road Bikes,Bikes,GABRIELLA,MURPHY,F,High School,Skilled Manual,S,United States,Southwest
2020-01-21 00:00:00,1,SO45201,"Road-150 Red, 48",3578.27,2171.2942,Red,Road Bikes,Bikes,DERRICK,ROMERO,M,Graduate Degree,Professional,S,United States,Southwest
2020-01-21 00:00:00,1,SO45202,"Road-150 Red, 56",3578.27,2171.2942,Red,Road Bikes,Bikes,TODD,YANG,M,Bachelors,Professional,S,Australia,Australia
2020-01-21 00:00:00,1,SO45203,"Road-150 Red, 56",3578.27,2171.2942,Red,Road Bikes,Bikes,PRISCILLA,NARA,F,High School,Skilled Manual,M,Australia,Australia
2020-01-21 00:00:00,1,SO45204,"Mountain-100 Silver, 42",3399.99,1912.1544,Silver,Mountain Bikes,Bikes,MELVIN,CHANDE,M,Bachelors,Professional,S,Australia,Australia
2020-01-22 00:00:00,1,SO45205,"Mountain-100 Silver, 38",3399.99,1912.1544,Silver,Mountain Bikes,Bikes,TRACY,CHAPMAN,F,Bachelors,Skilled Manual,M,France,France
2020-01-22 00:00:00,1,SO45206,"Road-150 Red, 52",3578.27,2171.2942,Red,Road Bikes,Bikes,TAMMY,CHANDRA,F,Bachelors,Skilled Manual,M,France,France
2020-01-22 00:00:00,1,SO45207,"Road-150 Red, 48",3578.27,2171.2942,Red,Road Bikes,Bikes,ASHLEY,BARNES,F,Graduate Degree,Professional,S,United States,Southwest
2020-01-22 00:00:00,1,SO45208,"Mountain-100 Silver, 38",3399.99,1912.1544,Silver,Mountain Bikes,Bikes,JAMES,SIMMONS,M,High School,Professional,M,Canada,Canada
2020-01-22 00:00:00,1,SO45209,"Road-150 Red, 56",3578.27,2171.2942,Red,Road Bikes,Bikes,KARA,JAI,F,Partial College,Professional,S,United States,Southwest
2020-01-22 00:00:00,1,SO45210,"Road-150 Red, 44",3578.27,2171.2942,Red,Road Bikes,Bikes,SAMANTHA,MILLER,F,Partial College,Professional,S,United States,Southwest
2020-01-22 00:00:00,1,SO45211,"Road-150 Red, 44",3578.27,2171.2942,Red,Road Bikes,Bikes,DENISE,FERNANDEZ,F,Bachelors,Professional,M,Australia,Australia
2020-01-22 00:00:00,1,SO45212,"Road-150 Red, 56",3578.27,2171.2942,Red,Road Bikes,Bikes,EVAN,PARKER,M,Partial College,Skilled Manual,S,Australia,Australia
2020-01-22 00:00:00,1,SO45213,"Mountain-100 Black, 42",3374.99,1898.0944,Black,Mountain Bikes,Bikes,ALEJANDRO,HUANG,M,Bachelors,Professional,M,Australia,Australia
2020-01-23 00:00:00,1,SO45214,"Road-150 Red, 62",3578.27,2171.2942,Red,Road Bikes,Bikes,JARED,COOK,M,High School,Manual,S,France,France
2020-01-23 00:00:00,1,SO45215,"Road-150 Red, 48",3578.27,2171.2942,Red,Road Bikes,Bikes,AMBER,LOPEZ,F,High School,Professional,M,United States,Northwest
2020-01-23 00:00:00,1,SO45216,"Road-150 Red, 52",3578.27,2171.2942,Red,Road Bikes,Bikes,ROBERT,TURNER,M,Graduate Degree,Management,S,United States,Southwest
2020-01-24 00:00:00,1,SO45217,"Road-150 Red, 56",3578.27,2171.2942,Red,Road Bikes,Bikes,BRANDON,ZHANG,M,Partial College,Skilled Manual,M,United States,Northwest
2020-01-24 00:00:00,1,SO45218,"Mountain-100 Silver, 42",3399.99,1912.1544,Silver,Mountain Bikes,Bikes,REBECCA,PHILLIPS,F,Bachelors,Professional,S,United States,Northwest
2020-01-24 00:00:00,1,SO45219,"Road-150 Red, 52",3578.27,2171.2942,Red,Road Bikes,Bikes,CHLOE,MILLER,F,Graduate Degree,Professional,S,Canada,Canada
2020-01-24 00:00:00,1,SO45220,"Road-150 Red, 48",3578.27,2171.2942,Red,Road Bikes,Bikes,KATELYN,JAMES,F,High School,Professional,M,United States,Northwest
2020-01-24 00:00:00,1,SO45221,"Road-150 Red, 56",3578.27,2171.2942,Red,Road Bikes,Bikes,HAILEY,STEWART,F,Graduate Degree,Professional,S,Canada,Canada
2020-01-24 00:00:00,1,SO45222,"Road-650 Red, 52",699.0982,413.1463,Red,Road Bikes,Bikes,ELIZABETH,HENDERSON,F,Graduate Degree,Skilled Manual,S,United States,Northwest
2020-01-24 00:00:00,1,SO45223,"Road-150 Red, 48",3578.27,2171.2942,Red,Road Bikes,Bikes,KATELYN,RICHARDSON,F,High School,Skilled Manual,S,Australia,Australia
2020-01-24 00:00:00,1,SO45224,"Road-150 Red, 44",3578.27,2171.2942,Red,Road Bikes,Bikes,LACEY,MA,F,Bachelors,Professional,S,Australia,Australia
2020-01-25 00:00:00,1,SO45225,"Road-650 Black, 44",699.0982,413.1463,Black,Road Bikes,Bikes,TROY,FERNANDEZ,M,Partial College,Skilled Manual,M,United States,Southwest
2020-01-25 00:00:00,1,SO45226,"Road-650 Black, 52",699.0982,413.1463,Black,Road Bikes,Bikes,JACK,ROSS,M,Bachelors,Professional,M,United States,Southwest
